The fundamental human drive which one cannot for a single instant {{c1::dispense with}} in thought.	<b>Intention:</b> Formally say 'do without' / 'get rid of'. Elevates writing far above 'remove'.<br><b>Pattern:</b> cannot dispense with X | this step can be dispensed with<br><b>Synonyms:</b> do without, forgo, get rid of, eliminate	nietzsche-truth-lies c2 verb-construction
The man guided by concepts only succeeds by such means in {{c1::warding off}} misfortune.	<b>Intention:</b> Keep away / prevent something bad: danger, illness, an attack, criticism.<br><b>Pattern:</b> ward off + danger / illness / criticism<br><b>Synonyms:</b> fend off, stave off, avert, repel	nietzsche-truth-lies c2 verb-construction
Science is always building new higher stories and {{c1::shoring up}}, cleaning and renovating the old cells.	<b>Intention:</b> Support or strengthen something weak — an argument, an economy, a structure.<br><b>Pattern:</b> shore up + an argument / the economy / a case<br><b>Synonyms:</b> bolster, prop up, reinforce, buttress	nietzsche-truth-lies c2 verb-construction
They have been denied the chance to {{c1::wage}} the battle for existence with horns or sharp teeth.	<b>Intention:</b> The correct verb for carrying on a war, campaign or sustained struggle.<br><b>Pattern:</b> wage war / a campaign / a battle (against)<br><b>Synonyms:</b> carry on, conduct, pursue, fight	nietzsche-truth-lies c2 verb-construction
For expressing these relations he {{c1::lays hold of}} the boldest metaphors.	<b>Intention:</b> A literary phrase for seizing or grasping something — an idea, a tool, an opportunity.<br><b>Pattern:</b> lay hold of + an idea / a chance / a weapon<br><b>Synonyms:</b> seize, grasp, take hold of, grab	nietzsche-truth-lies c2 verb-construction
He will no longer tolerate being {{c1::carried away}} by sudden impressions, by intuitions.	<b>Intention:</b> Lose self-control under the force of an emotion or impulse.<br><b>Pattern:</b> be / get carried away by + emotion / enthusiasm<br><b>Synonyms:</b> get swept up, lose control, be overwhelmed	nietzsche-truth-lies c2 verb-construction
There is nothing so unimportant in nature that it would not immediately {{c1::swell up}} like a balloon at the slightest puff.	<b>Intention:</b> Enlarge or inflate — literal, or a metaphor for ego and pride.<br><b>Pattern:</b> swell up like a balloon | his pride swelled up<br><b>Synonyms:</b> inflate, balloon, puff up, expand	nietzsche-truth-lies c2 verb-construction
Henceforth it thinks the truth demands that each conceptual god {{c1::be sought}} only within his own sphere.	<b>Intention:</b> Mandative subjunctive: after demand / require / insist / suggest + that, use the BASE verb (be, not is). A clear C2 marker in formal writing.<br><b>Pattern:</b> demand / insist / require that X be done (not 'is done')<br><i>Register: formal. e.g. 'The rule requires that it be reviewed.'</i>	nietzsche-truth-lies c2 grammar
If we could communicate with a gnat, we {{c1::would learn}} that he likewise flies through the air with the same solemnity.	<b>Intention:</b> Second conditional: hypothesise about something contrary to present fact. if + past, would + base verb.<br><b>Pattern:</b> If X happened, we would see Y<br><i>Unreal present / hypothetical.</i>	nietzsche-truth-lies c2 grammar
Its possessor takes it so solemnly {{c1::as though}} the world's axis turned within it.	<b>Intention:</b> 'as though / as if' + past tense expresses something imagined or unreal in the present — C2 comparison & hedging.<br><b>Pattern:</b> X behaves as though it knew / mattered / were true<br><i>The past tense ('turned', 'were') signals it is NOT actually so.</i>	nietzsche-truth-lies c2 grammar
Without this addition they {{c1::would have every reason to}} flee this existence as quickly as Lessing's son.	<b>Intention:</b> A strong, elegant way to justify a hypothetical reaction in argument.<br><b>Pattern:</b> One would have every reason to doubt / reject / fear X<br><b>Synonyms:</b> would be fully justified in, would have good cause to	nietzsche-truth-lies c2 grammar
{{c1::Insofar as}} the individual wants to maintain himself against others, he will employ the intellect mainly for dissimulation.	<b>Intention:</b> 'to the extent that / in the degree that' — a precise academic conditional connector that sharpens an argument.<br><b>Pattern:</b> Insofar as X is true, Y follows<br><i>Register: formal / academic.</i>	nietzsche-truth-lies c2 connector
{{c1::Whereas}} the man of action binds his life to reason, the scientific investigator builds his hut right next to the tower of science.	<b>Intention:</b> Draw a clean contrast between two clauses — a formal 'while / in contrast'.<br><b>Pattern:</b> Whereas A does X, B does Y	nietzsche-truth-lies c2 connector
{{c1::At bottom}}, what the investigator of such truths is seeking is only the metamorphosis of the world into man.	<b>Intention:</b> Introduce the underlying / fundamental truth beneath appearances — a sophisticated alternative to 'basically'.<br><b>Pattern:</b> At bottom, the problem is X, not Y<br><b>Synonyms:</b> fundamentally, in essence, ultimately	nietzsche-truth-lies c2 connector
That which shall count as truth is established — {{c1::that is to say}}, a uniformly valid and binding designation is invented for things.	<b>Intention:</b> Reformulate or clarify what you just said ('i.e.') — buys precision without restarting the sentence.<br><b>Pattern:</b> X is contingent, that is to say, it could have been otherwise<br><b>Synonyms:</b> in other words, i.e., namely	nietzsche-truth-lies c2 connector
Playing a role for others and for oneself — {{c1::in short}}, a continuous fluttering around the solitary flame of vanity.	<b>Intention:</b> Compress a list or argument into one summarising clause.<br><b>Pattern:</b> ...; in short, it cannot hold<br><b>Synonyms:</b> in brief, in sum, to sum up	nietzsche-truth-lies c2 connector
Their senses nowhere lead to truth; {{c1::on the contrary}}, they are content to receive stimuli.	<b>Intention:</b> Reject the previous idea and assert its opposite — emphatic.<br><b>Pattern:</b> It did not fail; on the contrary, it succeeded<br><i>Not the same as 'in contrast' — this NEGATES the prior claim.</i>	nietzsche-truth-lies c2 connector
That was the most mendacious minute of world history, but {{c1::nevertheless}} it was only a minute.	<b>Intention:</b> Concede a point yet assert something that stands against it — formal 'but still'.<br><b>Pattern:</b> The data is limited; nevertheless, the trend is clear<br><b>Synonyms:</b> nonetheless, even so, all the same	nietzsche-truth-lies c2 connector
Every people thinks the truth, and {{c1::henceforth}} demands that each conceptual god be sought only within his own sphere.	<b>Intention:</b> 'from this point on' — formal, marks a turning point or a new rule.<br><b>Pattern:</b> The terms are fixed; henceforth they bind everyone<br><b>Synonyms:</b> from now on, from then on, thereafter	nietzsche-truth-lies c2 connector
{{c1::Moreover}}, man permits himself to be deceived in his dreams every night of his life.	<b>Intention:</b> Add a further, often stronger, point — formal 'also / furthermore'.<br><b>Pattern:</b> It is costly; moreover, it is unreliable<br><b>Synonyms:</b> furthermore, in addition, besides, what is more	nietzsche-truth-lies c2 connector
Man is sustained in the indifference of his ignorance, {{c1::as it were}} hanging in dreams on the back of a tiger.	<b>Intention:</b> Soften a bold metaphor or phrasing — signals 'so to speak'. A small marker of a careful, C2 writer.<br><b>Pattern:</b> It is, as it were, the grammar of thought<br><b>Synonyms:</b> so to speak, in a sense, if you will	nietzsche-truth-lies c2 connector
